VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,date,DATE,PRCP,TMIN,TMAX
2,3/7/16 20:38,3/7/16 20:43,3,0.87,-73.95468903,40.76549911,1,-73.96588135,40.76535034,1,5.5,0.5,0.5,1.7,0,8.5,3/7/16,3/7/16 0:00,0,36,60
2,1/2/16 7:34,1/2/16 8:03,1,17.61,-74.01384735,40.70256042,1,-73.79257965,40.68764114,2,48.5,0,0.5,0,0,49.3,1/2/16,1/2/16 0:00,0,32,40
1,1/15/16 21:12,1/15/16 21:24,1,3,-73.98175049,40.7752037,1,-73.95491028,40.80757523,1,11.5,0.5,0.5,2.55,0,15.35,1/15/16,1/15/16 0:00,0,34,51
1,2/5/16 20:04,2/5/16 20:20,1,2.7,-73.97149658,40.76024628,1,-73.99848175,40.73408508,1,12.5,0.5,0.5,2.25,0,16.05,2/5/16,2/5/16 0:00,0.53,31,44
1,2/11/16 17:52,2/11/16 18:01,1,1.3,-73.99856567,40.7336235,1,-74.00942993,40.72392654,2,7.5,1,0.5,0,0,9.3,2/11/16,2/11/16 0:00,0,18,31
2,2/3/16 15:16,2/3/16 15:31,1,1.5,-73.9812088,40.76408386,1,-73.98484802,40.77918625,2,10.5,0,0.5,0,0,11.3,2/3/16,2/3/16 0:00,0.73,42,59
1,1/2/16 14:41,1/2/16 14:55,1,2.5,-73.98291779,40.74747086,1,-73.96170807,40.77925873,2,11.5,0,0.5,0,0,12.3,1/2/16,1/2/16 0:00,0,32,40
1,1/1/16 18:48,1/1/16 19:02,3,2.6,-73.98867798,40.74994278,1,-74.00563812,40.72552109,2,11.5,1,0.5,0,0,13.3,1/1/16,1/1/16 0:00,0,34,42
2,3/9/16 17:20,3/9/16 18:16,3,20.24,-73.78961945,40.64692688,2,-74.00643158,40.70765686,1,52,4.5,0.5,12.57,5.54,75.41,3/9/16,3/9/16 0:00,0,44,77
1,3/1/16 16:38,3/1/16 16:48,1,1.5,-73.9912796,40.71721268,1,-73.99617004,40.73279572,1,9,1,0.5,1,0,11.8,3/1/16,3/1/16 0:00,0,39,52
1,1/12/16 8:27,1/12/16 8:32,2,0.7,-74.00067902,40.74217987,1,-73.99108887,40.74531174,1,5,0,0.5,1.15,0,6.95,1/12/16,1/12/16 0:00,0,25,44
2,3/12/16 19:44,3/12/16 19:57,1,1.6,-73.99739838,40.72624969,1,-74.0056076,40.73674011,2,10,0,0.5,0,0,10.8,3/12/16,3/12/16 0:00,0,40,59
2,3/8/16 17:55,3/8/16 18:10,1,1.5,-73.98925781,40.74187088,1,-73.97781372,40.75215149,2,10.5,1,0.5,0,0,12.3,3/8/16,3/8/16 0:00,0,47,67
1,1/9/16 13:12,1/9/16 13:34,2,6.7,-73.96057129,40.71537018,1,-73.94651794,40.78009033,2,22.5,0,0.5,0,0,23.3,1/9/16,1/9/16 0:00,0,40,47
2,2/11/16 20:12,2/11/16 20:19,1,0.98,-73.97185516,40.75702667,1,-73.98773956,40.76043701,2,6.5,0.5,0.5,0,0,7.8,2/11/16,2/11/16 0:00,0,18,31
